User_ID,User_ID2,Age_Ordinal,Gender_Ordinal,Occupation,City_Category_Ordinal,Marital_Status,Purchase
1003079,1003079,2,6,1,1,1,500510
1003080,1003080,2,13,20,1,1,2964017
1003081,1003081,2,13,7,2,1,2194072
1003082,1003082,3,6,6,2,0,1634169
1003083,1003083,5,6,0,3,0,575326
1003084,1003084,2,13,16,2,1,399145
1003085,1003085,2,13,4,3,0,860205
1003086,1003086,1,13,12,1,1,685080
1003087,1003087,0,6,1,2,0,1727045
1003088,1003088,2,6,4,3,0,207225
1003089,1003089,4,13,16,3,1,421230
1003090,1003090,2,13,2,3,0,386781
1003091,1003091,2,6,0,3,1,394282
1003092,1003092,3,13,15,3,0,346184
1003093,1003093,4,6,20,3,1,789240
1003094,1003094,3,13,0,1,0,213313
1003095,1003095,2,6,3,2,1,800781
1003096,1003096,4,6,3,3,1,1217113
1003097,1003097,2,6,5,2,0,316679
1003098,1003098,2,13,4,1,1,508696
1003099,1003099,2,13,17,3,1,818076
1003100,1003100,2,6,6,2,0,269110
1003101,1003101,1,13,15,3,0,1843157
1003102,1003102,2,13,12,3,1,215370
1003103,1003103,2,13,20,3,1,220698
1003104,1003104,1,13,17,3,0,215529
1003105,1003105,3,13,12,3,1,905000
1003106,1003106,2,13,0,3,0,460496
1003108,1003108,5,13,6,2,1,2951675
1003109,1003109,2,6,11,2,0,301560
1003110,1003110,2,13,0,2,1,1891635
1003111,1003111,1,13,4,3,0,516074
1003112,1003112,1,13,12,1,0,928171
1003113,1003113,2,13,10,2,0,208138
1003114,1003114,1,13,5,3,1,323539
1003115,1003115,3,13,17,3,1,267559
1003116,1003116,2,13,12,3,0,526714
1003117,1003117,3,13,0,3,1,197300
1003118,1003118,2,13,0,2,0,2921034
1003119,1003119,4,13,1,3,1,688976
1003120,1003120,1,13,4,2,1,203258
1003121,1003121,2,13,2,2,0,1566032
1003122,1003122,2,6,7,3,1,121617
1003123,1003123,2,13,2,2,0,1065108
1003124,1003124,2,13,12,3,0,123002
1003125,1003125,2,13,7,1,0,1872542
1003126,1003126,2,13,2,2,1,511537
1003127,1003127,2,6,0,2,1,175750
1003128,1003128,1,13,2,2,0,1563946
1003129,1003129,2,13,7,2,0,2055412
1003130,1003130,2,13,7,3,0,366462
1003131,1003131,2,6,2,3,1,373855
1003132,1003132,3,13,7,3,0,156716
1003133,1003133,1,13,4,3,0,89069
1003134,1003134,1,13,4,1,1,650593
1003135,1003135,2,13,15,1,0,589676
1003136,1003136,2,6,4,3,1,218554
1003138,1003138,3,13,17,3,1,1017352
1003140,1003140,2,6,4,3,0,2006997
1003141,1003141,2,13,14,3,1,403886
1003142,1003142,2,13,20,2,0,631627
1003143,1003143,5,6,16,3,1,939195
1003144,1003144,2,6,7,3,0,208174
1003145,1003145,1,13,4,1,0,752844
1003146,1003146,2,13,0,3,0,298727
1003147,1003147,2,13,14,3,0,1228339
1003148,1003148,1,13,20,3,0,635645
1003149,1003149,1,13,4,3,0,236195
1003150,1003150,2,6,3,3,1,304982
1003151,1003151,2,6,0,3,0,1011073
1003152,1003152,1,13,4,1,0,144903
1003153,1003153,2,6,4,2,0,170643
1003154,1003154,2,6,4,1,0,1135298
1003155,1003155,2,13,7,1,0,540734
1003156,1003156,3,13,7,3,0,353287
1003157,1003157,2,13,12,3,0,975558
1003158,1003158,2,13,15,2,0,1836030
1003159,1003159,2,6,15,2,0,1377722
1003160,1003160,2,13,17,3,0,218358
1003161,1003161,2,13,7,1,0,378451
1003164,1003164,1,13,12,2,0,92526
1003165,1003165,3,13,7,1,1,219936
1003166,1003166,1,13,4,2,0,213178
1003167,1003167,2,13,2,3,0,1502533
1003168,1003168,3,6,5,3,1,188131
1003169,1003169,5,13,0,3,0,972082
1003170,1003170,2,13,0,3,0,407966
1003171,1003171,5,6,3,2,1,765097
1003172,1003172,1,13,12,1,0,541339
1003173,1003173,2,13,12,3,1,659549
1003174,1003174,1,6,14,3,1,496755
1003175,1003175,3,13,16,1,0,476466
1003176,1003176,2,13,17,3,1,123947
1003177,1003177,2,6,6,3,0,344979
1003178,1003178,3,6,5,1,0,1080525
1003180,1003180,2,13,14,2,0,1852542
1003181,1003181,2,13,12,3,0,156789
1003182,1003182,2,13,12,1,1,2629286
1003183,1003183,5,13,7,3,1,654324
1003184,1003184,2,6,18,3,1,476319
1003185,1003185,1,13,7,3,1,447146
1003186,1003186,5,13,1,1,0,220908
1003187,1003187,3,13,12,3,0,140581
1003188,1003188,6,13,13,1,1,142131
1003189,1003189,2,13,16,1,0,2418735
1003190,1003190,0,13,17,3,0,255532
1003191,1003191,2,13,12,2,0,2369256
1003192,1003192,1,13,4,3,1,1104688
1003193,1003193,2,13,0,3,1,985855
1003194,1003194,2,13,15,3,0,205650
1003195,1003195,1,13,4,2,0,1118425
1003196,1003196,1,6,4,3,0,1093009
1003197,1003197,1,6,14,1,0,789618
1003198,1003198,2,13,12,1,0,421524
1003199,1003199,1,13,0,2,0,669693
1003200,1003200,2,6,1,2,0,804333
1003201,1003201,4,13,7,2,1,2473225
1003202,1003202,1,6,4,1,0,607054
1003203,1003203,3,13,0,3,0,816837
1003204,1003204,4,13,16,2,1,270064
1003205,1003205,3,6,16,2,0,1646699
1003206,1003206,1,13,20,3,0,515379
1003207,1003207,3,13,7,1,0,662219
1003208,1003208,2,13,14,2,0,2040560
1003209,1003209,2,13,0,3,0,1081010
1003211,1003211,5,13,16,2,0,421755
1003212,1003212,2,6,17,1,0,104838
1003213,1003213,2,6,1,3,0,662115
1003214,1003214,6,6,7,1,0,183513
1003215,1003215,5,6,13,2,1,149101
1003216,1003216,3,13,1,2,0,1287087
1003217,1003217,3,6,0,1,0,1883154
1003218,1003218,6,13,6,3,1,251704
1003219,1003219,1,6,4,3,0,707186
1003220,1003220,3,13,7,2,1,306349
1003221,1003221,2,13,0,3,0,320183
1003222,1003222,3,13,7,3,1,167501
1003223,1003223,2,13,20,1,1,325347
1003224,1003224,2,6,14,1,1,5673106
1003225,1003225,1,13,0,3,0,136919
1003226,1003226,3,13,4,1,1,762076
1003227,1003227,2,6,14,1,0,1802590
1003229,1003229,6,6,1,2,0,883699
1003230,1003230,3,13,16,1,0,1014219
1003231,1003231,2,13,7,1,1,868503
1003232,1003232,3,13,12,3,0,239416
1003233,1003233,5,13,2,1,0,744021
1003234,1003234,0,6,0,2,0,90628
1003235,1003235,1,13,4,3,0,219359
1003237,1003237,3,13,7,3,1,469698
1003238,1003238,3,13,7,3,1,212021
1003239,1003239,2,6,12,3,0,379861
1003240,1003240,1,13,4,2,0,636173
1003241,1003241,5,6,0,3,1,210829
1003242,1003242,5,13,13,3,1,1442920
1003243,1003243,2,13,12,2,1,1447341
1003244,1003244,1,6,4,3,0,131906
1003245,1003245,1,13,2,3,1,314108
1003246,1003246,3,6,1,2,1,1000943
1003247,1003247,3,13,15,2,0,186821
1003248,1003248,2,6,7,2,0,484806
1003249,1003249,2,6,4,3,0,249174
1003250,1003250,2,13,4,2,1,644091
1003251,1003251,3,13,17,3,0,307003
1003252,1003252,5,13,0,3,1,124869
1003253,1003253,3,6,4,2,0,728766
1003254,1003254,3,6,6,3,1,87832
1003255,1003255,2,6,15,3,1,162828
1003256,1003256,2,13,15,3,1,372723
1003257,1003257,2,13,14,3,0,580216
1003258,1003258,4,13,6,3,1,245518
1003259,1003259,1,6,4,1,0,2335217
1003260,1003260,2,13,4,3,1,1247773
1003261,1003261,4,13,20,2,1,2348756
1003262,1003262,2,13,14,2,1,383975
1003263,1003263,5,13,11,1,0,875489
1003264,1003264,2,6,1,3,1,75623
1003265,1003265,2,13,15,1,0,2371026
1003266,1003266,2,6,4,1,0,1001757
1003267,1003267,2,13,4,1,0,511056
1003268,1003268,2,13,12,3,0,388030
1003269,1003269,1,6,20,3,0,561323
1003270,1003270,1,13,11,3,1,707569
1003272,1003272,3,13,0,2,0,4357735
1003273,1003273,3,13,7,2,0,126284
1003274,1003274,2,13,20,3,0,1094325
1003275,1003275,3,13,7,2,0,55960
1003276,1003276,2,13,20,2,1,108580
1003277,1003277,2,13,17,1,0,886139
1003278,1003278,3,13,7,1,1,189883
1003279,1003279,4,13,15,3,1,509218
1003280,1003280,2,13,7,2,0,2554106
1003281,1003281,2,13,17,3,0,1208992
1003282,1003282,4,13,3,1,1,165871
1003283,1003283,3,13,16,3,1,1392059
1003284,1003284,2,13,6,1,1,210566
1003285,1003285,2,13,4,2,0,3218405
1003286,1003286,3,6,7,2,1,119485
1003287,1003287,6,13,13,3,1,88121
1003288,1003288,2,13,14,1,0,117239
1003289,1003289,4,13,6,3,1,493773
1003290,1003290,2,13,14,1,0,700003
1003291,1003291,2,6,7,2,0,55372
1003292,1003292,5,6,6,2,0,4799461
1003293,1003293,4,13,14,2,1,215694
1003294,1003294,1,13,4,2,0,706204
1003295,1003295,1,13,18,2,0,486310
1003296,1003296,1,13,14,1,1,496888
1003297,1003297,1,13,4,1,0,645015
1003298,1003298,0,13,10,3,0,125185
1003299,1003299,2,6,4,2,0,1673695
1003300,1003300,3,13,5,2,0,2201595
1003301,1003301,2,6,2,2,0,1639750
1003302,1003302,2,13,17,3,0,365501
1003303,1003303,6,13,17,2,1,143104
1003304,1003304,4,6,5,2,1,940395
1003305,1003305,6,13,20,3,0,684751
1003306,1003306,4,13,14,3,1,409370
1003307,1003307,5,13,6,3,1,97766
1003308,1003308,1,6,20,2,1,3374716
1003309,1003309,2,13,17,3,1,1449420
1003310,1003310,4,13,14,3,1,385971
1003311,1003311,2,13,4,1,0,3955182
1003312,1003312,1,6,4,1,0,2838896
1003313,1003313,3,13,20,1,0,2772227
1003314,1003314,2,13,7,3,0,1981086
1003315,1003315,2,13,12,2,1,1177447
1003316,1003316,0,13,19,3,0,298755
1003317,1003317,2,13,4,1,1,815974
1003318,1003318,6,13,13,3,1,474009
1003319,1003319,6,6,13,2,1,500554
1003320,1003320,2,13,1,2,1,2487599
1003321,1003321,3,13,1,1,0,375291
1003322,1003322,1,6,4,2,0,331721
1003323,1003323,3,13,14,3,1,595933
1003324,1003324,3,13,17,3,0,169624
1003325,1003325,3,6,14,3,1,108553
1003326,1003326,4,13,7,3,1,260056
1003327,1003327,1,13,12,2,0,1878384
1003328,1003328,6,13,19,3,1,1298753
1003329,1003329,5,13,18,2,1,654714
1003330,1003330,3,6,1,3,1,87863
1003331,1003331,2,6,7,2,0,791277
1003332,1003332,2,13,7,2,1,422155
1003333,1003333,1,13,16,3,0,1023186
1003334,1003334,3,13,0,3,0,465851
1003335,1003335,2,13,0,1,0,120653
1003336,1003336,3,13,17,2,1,2646596
1003337,1003337,2,13,4,1,0,385617
1003338,1003338,4,13,16,3,1,156029
1003339,1003339,2,13,17,3,0,430076
1003340,1003340,4,13,16,3,1,815121
1003341,1003341,2,13,20,2,0,894439
1003342,1003342,2,6,5,3,0,335517
1003343,1003343,1,6,4,2,0,323368
1003344,1003344,3,13,0,3,0,396916
1003345,1003345,2,13,7,3,0,794512
1003346,1003346,3,13,7,2,1,1119190
1003347,1003347,3,6,7,3,1,325301
1003348,1003348,4,13,16,3,1,268103
1003349,1003349,1,6,4,2,0,918745
1003351,1003351,1,6,5,3,1,152017
1003352,1003352,3,13,0,3,0,349885
1003353,1003353,3,13,17,1,0,1668339
1003354,1003354,2,13,7,3,1,171278
1003355,1003355,2,13,1,3,0,199461
1003356,1003356,3,13,7,3,1,1689451
1003357,1003357,2,13,18,3,1,401312
1003358,1003358,2,6,1,2,0,1424637
1003359,1003359,2,13,20,3,0,469568
1003360,1003360,2,6,0,1,0,188949
1003361,1003361,2,13,4,2,0,1282355
1003362,1003362,2,6,0,3,1,329130
1003363,1003363,3,6,9,2,1,1132556
1003364,1003364,6,13,13,3,0,513872
1003365,1003365,5,13,17,3,1,1849940
1003366,1003366,3,13,14,3,1,215881
1003367,1003367,5,13,16,1,1,2014418
1003368,1003368,2,13,14,3,1,533461
1003370,1003370,1,13,4,3,0,928206
1003371,1003371,2,13,2,1,0,2277249
1003372,1003372,6,13,13,2,1,108499
1003373,1003373,1,13,16,3,0,184746
1003374,1003374,3,13,5,3,0,424258
1003375,1003375,2,13,4,3,1,128162
1003376,1003376,3,13,16,3,0,109808
1003377,1003377,2,13,17,3,0,1296144
1003378,1003378,1,13,4,1,0,1115897
1003379,1003379,3,13,1,1,0,140672
1003380,1003380,5,13,0,2,1,2400123
1003381,1003381,2,13,0,3,1,128910
1003382,1003382,0,6,10,1,0,222199
1003383,1003383,6,13,16,3,1,208521
1003384,1003384,3,13,7,3,0,720796
1003385,1003385,2,6,9,3,0,203493
1003386,1003386,1,13,4,2,0,624541
1003387,1003387,1,13,1,2,1,698690
1003388,1003388,2,6,1,1,0,89764
1003389,1003389,1,13,0,1,0,2580967
1003390,1003390,4,6,20,3,1,998188
1003391,1003391,1,13,4,1,0,6477160
1003392,1003392,5,13,6,3,1,141807
1003393,1003393,3,13,12,3,1,1316084
1003394,1003394,3,13,7,2,0,2232062
1003395,1003395,2,13,7,1,0,325160
1003396,1003396,2,13,12,2,0,195736
1003397,1003397,2,13,5,2,0,179982
1003398,1003398,1,13,20,3,1,246163
1003399,1003399,2,13,4,3,0,785143
1003400,1003400,2,13,14,3,1,1658319
1003401,1003401,3,13,7,2,0,3466814
1003402,1003402,3,13,20,2,0,1568562
1003403,1003403,3,13,5,3,0,1446089
1003404,1003404,2,13,8,1,0,253052
1003405,1003405,3,13,14,2,0,191216
1003406,1003406,2,6,7,3,0,236003
1003407,1003407,4,6,5,3,0,126156
1003408,1003408,2,13,17,3,0,618809
1003409,1003409,2,13,4,3,1,306878
1003410,1003410,3,13,1,2,1,3155812
1003411,1003411,1,13,4,1,0,1434879
1003412,1003412,2,13,18,3,0,1656361
1003413,1003413,2,6,17,2,0,584082
1003414,1003414,2,13,17,3,1,2456448
1003415,1003415,3,13,7,3,0,893012
1003416,1003416,2,13,12,2,1,2997071
1003417,1003417,1,6,2,3,1,454078
1003418,1003418,1,6,3,3,0,976242
1003419,1003419,4,13,1,2,1,728690
1003420,1003420,2,6,7,1,0,1185799
1003421,1003421,4,13,7,2,1,153390
1003422,1003422,2,13,5,2,0,1409118
1003423,1003423,2,13,7,3,0,1718863
1003424,1003424,2,13,6,3,1,445049
1003425,1003425,1,13,20,1,0,2499472
1003426,1003426,2,13,20,2,0,862316
1003427,1003427,2,13,14,3,0,322790
1003428,1003428,4,13,1,3,1,850463
1003429,1003429,2,6,7,2,1,172377
1003430,1003430,4,6,1,2,1,1808834
1003431,1003431,4,6,6,2,1,330822
1003432,1003432,2,13,12,3,0,668484
1003433,1003433,1,13,12,1,0,356023
1003434,1003434,1,13,4,2,0,1091037
1003435,1003435,4,13,1,2,0,701133
1003436,1003436,3,13,0,3,0,1123655
1003437,1003437,2,6,0,3,1,243379
1003438,1003438,2,6,0,3,1,430149
1003439,1003439,1,13,17,3,0,675637
1003440,1003440,6,13,17,3,0,186272
1003441,1003441,2,6,14,1,0,1484873
1003442,1003442,1,13,12,2,0,1104226
1003443,1003443,3,6,17,3,0,202807
1003444,1003444,5,13,14,3,1,541794
1003445,1003445,3,6,20,3,0,789968
1003446,1003446,2,13,7,3,0,171376
1003447,1003447,2,13,12,2,0,537649
1003448,1003448,1,6,3,1,0,155336
1003449,1003449,2,13,14,2,0,491928
1003450,1003450,2,13,5,2,0,1095554
1003451,1003451,2,6,11,1,0,281118
1003452,1003452,2,13,14,3,1,609696
1003453,1003453,3,13,7,3,0,1713404
1003454,1003454,1,13,0,1,1,1890772
1003455,1003455,2,6,0,3,0,131711
1003456,1003456,2,13,17,3,0,421778
1003457,1003457,2,13,20,3,0,819398
1003458,1003458,4,13,0,3,0,841484
1003459,1003459,1,13,4,3,0,205195
1003460,1003460,0,13,4,2,0,536818
1003461,1003461,3,13,0,3,0,350174
1003462,1003462,2,6,4,2,0,2401688
1003463,1003463,2,13,15,3,1,189078
1003464,1003464,2,6,14,2,1,1980473
1003465,1003465,2,13,14,3,1,427788
1003466,1003466,2,13,14,2,0,281107
1003467,1003467,2,13,14,1,1,366082
1003468,1003468,2,13,20,3,1,337741
1003469,1003469,4,13,17,2,1,2668436
1003470,1003470,3,13,17,3,0,405600
1003471,1003471,1,13,4,1,0,4029004
1003472,1003472,2,13,6,3,1,271989
1003473,1003473,3,6,16,1,1,778683
1003474,1003474,3,13,11,3,1,1166174
1003475,1003475,2,13,14,1,0,2521579
1003476,1003476,5,13,0,2,1,2488001
1003477,1003477,5,6,1,1,1,594085
1003478,1003478,2,13,7,1,1,330103
1003479,1003479,1,13,4,3,0,517853
1003480,1003480,2,13,0,3,0,294900
1003481,1003481,1,13,4,2,1,847923
1003482,1003482,5,13,17,3,1,449975
1003483,1003483,4,6,7,2,1,4002639
1003484,1003484,1,13,4,3,0,741302
1003485,1003485,2,13,0,2,0,261697
1003486,1003486,1,6,0,1,0,426089
1003487,1003487,1,13,4,1,1,1474158
1003488,1003488,4,13,17,2,1,142361
1003489,1003489,1,13,4,1,0,402682
1003490,1003490,2,13,0,3,1,1248301
1003491,1003491,2,13,16,2,0,4016045
1003492,1003492,3,13,7,2,0,303760
1003493,1003493,2,13,17,3,0,908021
1003494,1003494,2,13,1,3,1,127886
1003495,1003495,1,13,4,2,0,89900
1003496,1003496,3,13,5,3,1,127898
1003497,1003497,3,6,2,1,0,641557
1003498,1003498,2,13,17,3,0,608211
1003499,1003499,2,13,3,1,0,2785761
1003500,1003500,3,13,7,3,1,368715
1003501,1003501,3,6,7,3,0,1122371
1003502,1003502,1,6,7,3,1,248297
1003503,1003503,1,13,4,2,0,2930876
1003504,1003504,1,13,7,2,0,962358
1003505,1003505,2,6,15,1,1,584424
1003506,1003506,1,13,12,3,0,403942
1003507,1003507,2,13,0,1,0,4529109
1003508,1003508,1,13,4,3,1,294765
1003509,1003509,1,13,4,1,0,2085702
1003510,1003510,1,6,4,2,1,317229
1003511,1003511,5,13,0,3,1,1536363
1003512,1003512,1,13,17,1,0,2316798
1003513,1003513,2,13,16,3,0,1483461
1003514,1003514,1,13,12,3,0,429038
1003515,1003515,3,13,3,3,0,477137
1003516,1003516,1,13,4,3,0,867302
1003517,1003517,1,13,12,3,0,609682
1003518,1003518,1,6,7,1,0,2348539
1003519,1003519,2,6,14,1,1,2700974
1003521,1003521,2,13,0,2,0,1974694
1003522,1003522,1,13,0,3,0,442834
1003523,1003523,3,13,7,3,0,232695
1003524,1003524,2,6,0,3,0,748194
1003525,1003525,1,6,4,2,1,402768
1003526,1003526,3,13,2,2,1,4131119
1003527,1003527,2,13,0,2,1,272627
1003528,1003528,3,13,5,3,0,346221
1003529,1003529,4,6,1,3,1,1117621
1003530,1003530,2,13,0,3,0,129419
1003531,1003531,2,6,11,3,1,390341
1003532,1003532,3,6,14,2,0,678124
1003533,1003533,2,13,2,1,1,484228
1003535,1003535,4,13,18,3,1,171992
1003536,1003536,1,13,4,3,0,1023912
1003537,1003537,0,13,10,3,0,265848
1003538,1003538,3,13,0,3,1,888889
1003539,1003539,2,6,4,1,1,6187094
1003540,1003540,1,13,17,2,1,1287597
1003541,1003541,2,13,3,3,1,228877
1003542,1003542,2,13,15,3,0,81463
1003543,1003543,2,13,17,3,1,496419
1003544,1003544,2,6,4,2,1,84637
1003545,1003545,3,13,12,2,0,156536
1003546,1003546,2,13,20,2,0,2069404
1003547,1003547,3,13,16,1,0,1568105
1003548,1003548,4,13,7,3,1,106437
1003549,1003549,3,6,7,3,0,204128
1003550,1003550,2,13,5,2,0,1908915
1003551,1003551,6,6,0,3,1,468260
1003552,1003552,3,6,2,3,0,126547
1003553,1003553,3,13,16,3,1,476939
1003554,1003554,2,13,15,3,1,159884
1003555,1003555,6,13,7,3,0,794625
1003556,1003556,2,13,17,3,1,822824
1003557,1003557,1,13,5,2,1,2135047
1003558,1003558,1,13,17,1,0,2092053
1003559,1003559,1,13,4,3,0,441506
1003560,1003560,2,6,6,2,1,814246
1003562,1003562,2,6,6,2,0,3246061
1003563,1003563,2,13,2,1,0,1109532
1003564,1003564,2,13,11,3,0,877026
1003565,1003565,2,13,18,3,1,810840
1003566,1003566,4,13,0,3,0,128974
1003567,1003567,2,13,14,3,1,441883
1003568,1003568,2,13,0,3,1,819252
1003569,1003569,1,6,2,2,0,1878391
1003571,1003571,1,13,4,3,0,537636
1003572,1003572,3,13,11,3,0,613844
1003573,1003573,0,13,10,2,0,287410
1003574,1003574,3,6,6,1,1,962820
1003575,1003575,2,13,18,3,1,163250
1003576,1003576,5,13,7,2,1,2656095
1003577,1003577,6,6,0,3,0,381397
1003578,1003578,5,13,3,3,1,1377902
1003579,1003579,1,13,0,3,0,1922679
1003580,1003580,1,6,3,3,0,600549
1003581,1003581,1,13,1,3,0,209728
1003582,1003582,3,6,0,3,0,630021
1003583,1003583,2,6,9,3,0,181804
1003584,1003584,1,13,0,3,1,373992
1003585,1003585,3,13,20,1,1,1194023
1003586,1003586,3,13,20,1,1,611783
1003587,1003587,3,13,3,3,0,224035
1003588,1003588,2,13,2,2,0,1670373
1003589,1003589,4,6,0,2,1,3014776
1003590,1003590,1,6,15,1,0,2593264
1003591,1003591,3,13,6,3,0,1203438
1003592,1003592,6,6,2,2,1,2042968
1003593,1003593,2,6,9,3,0,281828
1003594,1003594,0,13,0,2,0,970172
1003595,1003595,2,13,0,3,0,224216
1003596,1003596,3,6,4,1,0,871025
1003597,1003597,2,13,17,3,1,424274
1003598,1003598,6,13,1,1,0,113331
1003599,1003599,2,13,16,3,0,1158129
1003600,1003600,3,13,20,2,1,1775224
1003601,1003601,3,6,3,2,0,771578
1003602,1003602,2,13,12,3,0,505810
1003603,1003603,3,6,7,2,1,1554588
1003604,1003604,0,6,10,3,0,130785
1003605,1003605,1,13,12,1,0,973519
1003606,1003606,2,6,15,3,0,164223
1003607,1003607,3,13,17,3,0,1518625
1003608,1003608,3,6,9,3,0,340511
1003609,1003609,2,6,17,3,0,545561
1003610,1003610,1,13,6,2,0,2549448
1003611,1003611,2,13,2,3,0,1079485
1003612,1003612,2,13,14,3,1,1208427
1003613,1003613,2,13,0,3,1,450250
1003614,1003614,2,13,0,2,1,814042
1003615,1003615,2,13,17,3,0,955581
1003616,1003616,4,13,0,3,1,218749
1003617,1003617,3,13,7,3,0,289653
1003618,1003618,6,13,17,1,1,5962012
1003619,1003619,5,13,16,2,1,633902
1003620,1003620,2,13,7,1,0,2433544
1003621,1003621,1,13,4,2,0,1690552
1003622,1003622,1,13,1,2,1,869101
1003623,1003623,3,13,11,3,0,222448
1003624,1003624,2,13,12,2,1,2073593
1003625,1003625,1,13,10,2,0,907322
1003626,1003626,2,13,17,2,0,4752695
1003627,1003627,3,6,1,3,1,146658
1003628,1003628,2,13,7,2,0,210263
1003629,1003629,5,6,7,2,0,406029
1003630,1003630,1,13,4,2,0,983308
1003631,1003631,1,13,4,2,0,240521
1003632,1003632,5,13,11,3,1,135235
1003633,1003633,3,13,18,3,0,153596
1003634,1003634,5,13,1,3,1,126608
1003635,1003635,5,13,1,3,0,1066329
1003636,1003636,2,13,0,3,1,116564
1003637,1003637,2,13,6,3,1,269892
1003638,1003638,2,13,2,3,0,718555
1003639,1003639,1,13,4,3,0,317050
1003640,1003640,3,13,7,3,1,375272
1003641,1003641,2,13,0,2,0,2544800
1003642,1003642,2,6,7,2,0,77184
1003643,1003643,2,13,17,3,0,1368060
1003644,1003644,2,6,11,1,1,292138
1003645,1003645,3,13,17,3,1,367853
1003646,1003646,3,13,20,3,1,851581
1003647,1003647,2,13,7,3,1,137998
1003648,1003648,1,13,4,2,0,2806791
1003649,1003649,2,6,0,2,0,233907
1003650,1003650,2,13,0,1,0,4384924
1003651,1003651,2,13,14,1,0,1781102
1003652,1003652,2,13,12,2,0,1641693
1003653,1003653,1,13,15,3,1,757883
1003654,1003654,2,13,17,2,1,1790168
1003655,1003655,2,6,7,2,0,304401
1003656,1003656,4,6,5,3,1,379677
1003657,1003657,1,13,17,3,0,268421
1003658,1003658,2,6,7,3,0,1477151
1003659,1003659,1,13,4,3,0,652189
1003660,1003660,3,13,7,3,0,378909
1003661,1003661,3,13,12,3,1,934097
1003662,1003662,3,13,16,3,0,365832
1003663,1003663,3,6,9,2,0,549674
1003664,1003664,3,6,1,1,0,461365
1003665,1003665,2,13,0,1,0,1364886
1003667,1003667,0,6,10,3,0,200800
1003668,1003668,4,6,7,3,1,222816
1003669,1003669,2,13,14,1,0,2289256
1003670,1003670,4,13,14,3,0,387927
1003671,1003671,2,13,4,1,0,958135
1003672,1003672,3,13,5,3,0,1002012
1003673,1003673,2,13,2,2,0,935686
1003675,1003675,3,13,7,2,0,4260196
1003676,1003676,3,6,12,2,1,684919
1003677,1003677,2,6,12,3,0,606952
1003678,1003678,2,13,0,1,0,773551
1003679,1003679,2,13,4,1,0,2018105
1003680,1003680,2,6,1,3,0,276758
1003681,1003681,2,13,7,2,0,4168021
1003682,1003682,5,6,1,3,0,443332
1003683,1003683,2,13,2,2,1,2380582
1003684,1003684,2,13,17,3,1,967943
1003685,1003685,2,13,5,3,1,1618235
1003686,1003686,2,13,7,3,1,613339
1003687,1003687,5,6,1,3,0,792541
1003688,1003688,1,13,6,2,0,1898075
1003689,1003689,2,13,0,3,1,1119309
1003690,1003690,1,13,0,2,0,1683624
1003691,1003691,2,13,7,2,1,1875323
1003692,1003692,3,13,17,3,1,385927
1003693,1003693,2,13,15,2,1,3120004
1003694,1003694,2,13,12,3,1,262556
1003695,1003695,2,13,2,1,0,1901320
1003696,1003696,3,13,7,3,0,783758
1003697,1003697,2,13,15,2,0,1123660
1003698,1003698,2,13,7,2,0,618795
1003699,1003699,6,6,3,3,1,430685
1003700,1003700,2,13,14,2,0,305631
1003701,1003701,3,13,1,2,0,479440
1003702,1003702,3,13,15,3,1,264454
1003703,1003703,1,13,12,3,0,260623
1003704,1003704,3,6,0,3,1,1471435
1003705,1003705,4,13,7,2,1,4132900
1003706,1003706,2,13,12,3,1,334642
1003707,1003707,1,6,0,3,0,416419
1003708,1003708,6,13,7,3,1,140905
1003709,1003709,2,13,12,3,0,1319295
1003710,1003710,0,13,10,3,0,359688
1003711,1003711,3,13,0,3,1,656553
1003712,1003712,2,13,17,3,1,895210
1003713,1003713,2,6,7,2,1,2058334
1003714,1003714,2,13,17,3,0,113085
1003715,1003715,1,13,5,2,0,2075961
1003716,1003716,1,13,12,2,1,2249056
1003717,1003717,3,13,17,3,0,1684048
1003718,1003718,5,13,17,3,0,1302564
1003719,1003719,2,13,1,3,1,187169
1003720,1003720,4,13,7,3,0,961884
1003721,1003721,2,13,15,3,1,713652
1003722,1003722,2,13,18,3,0,158654
1003723,1003723,2,13,14,3,1,273955
1003724,1003724,3,13,6,2,0,2643371
1003725,1003725,1,13,4,3,0,137607
1003726,1003726,2,13,17,3,1,2120131
1003727,1003727,3,13,7,2,0,2186037
1003728,1003728,1,13,4,2,0,377208
1003729,1003729,1,13,4,1,0,2405765
1003730,1003730,2,13,1,3,0,196514
1003731,1003731,2,13,17,3,0,670506
1003732,1003732,2,13,17,2,1,943603
1003733,1003733,1,13,4,3,0,482877
1003734,1003734,1,13,4,3,0,235042
1003735,1003735,2,13,0,2,0,1438113
1003736,1003736,3,13,1,3,1,699206
1003737,1003737,2,13,14,3,0,974589
1003738,1003738,4,13,7,3,1,200064
1003739,1003739,6,13,11,3,0,69499
1003740,1003740,1,13,5,1,0,335846
1003741,1003741,2,13,0,3,0,931532
1003742,1003742,2,13,0,2,1,637323
1003743,1003743,3,6,7,2,1,191505
1003744,1003744,2,13,0,3,0,156564
1003745,1003745,2,6,9,3,0,796093
1003746,1003746,2,13,5,2,1,2013623
1003747,1003747,4,13,13,3,1,350766
1003748,1003748,1,13,4,3,0,109279
1003749,1003749,2,6,0,3,0,525557
1003750,1003750,1,6,4,3,1,180068
